Date,CPI - monthly data (annual rate of change),Federal Funds,Discount Window,Bank Prime Loan
2000-05-31,3.189,6.83,0.0,9.5
2000-06-01,3.73,6.65,0.0,9.5
2000-06-02,3.73,6.44,0.0,9.5
2000-06-03,3.73,6.44,0.0,9.5
2000-06-04,3.73,6.44,0.0,9.5
2000-06-05,3.73,6.51,0.0,9.5
2000-06-06,3.73,6.47,0.0,9.5
2000-06-07,3.73,6.5,0.0,9.5
2000-06-08,3.73,6.54,0.0,9.5
2000-06-09,3.73,6.47,0.0,9.5
2000-06-10,3.73,6.47,0.0,9.5
2000-06-11,3.73,6.47,0.0,9.5
2000-06-12,3.73,6.54,0.0,9.5
2000-06-13,3.73,6.46,0.0,9.5
2000-06-14,3.73,6.54,0.0,9.5
2000-06-15,3.73,6.7,0.0,9.5
2000-06-16,3.73,6.46,0.0,9.5
2000-06-17,3.73,6.46,0.0,9.5
2000-06-18,3.73,6.46,0.0,9.5
2000-06-19,3.73,6.51,0.0,9.5
2000-06-20,3.73,6.49,0.0,9.5
2000-06-21,3.73,6.47,0.0,9.5
2000-06-22,3.73,6.52,0.0,9.5
2000-06-23,3.73,6.51,0.0,9.5
2000-06-24,3.73,6.51,0.0,9.5
2000-06-25,3.73,6.51,0.0,9.5
2000-06-26,3.73,6.63,0.0,9.5
2000-06-27,3.73,6.56,0.0,9.5
2000-06-28,3.73,6.5,0.0,9.5
2000-06-29,3.73,6.76,0.0,9.5
2000-06-30,3.73,6.86,0.0,9.5
2000-07-01,3.659,6.86,0.0,9.5
2000-07-02,3.659,6.86,0.0,9.5
2000-07-03,3.659,7.03,0.0,9.5
2000-07-04,3.659,7.03,0.0,9.5
2000-07-05,3.659,6.52,0.0,9.5
2000-07-06,3.659,6.51,0.0,9.5
2000-07-07,3.659,6.42,0.0,9.5
2000-07-08,3.659,6.42,0.0,9.5
2000-07-09,3.659,6.42,0.0,9.5
2000-07-10,3.659,6.51,0.0,9.5
2000-07-11,3.659,6.39,0.0,9.5
2000-07-12,3.659,6.38,0.0,9.5
2000-07-13,3.659,6.5,0.0,9.5
2000-07-14,3.659,6.51,0.0,9.5
2000-07-15,3.659,6.51,0.0,9.5
2000-07-16,3.659,6.51,0.0,9.5
2000-07-17,3.659,6.58,0.0,9.5
2000-07-18,3.659,6.47,0.0,9.5
2000-07-19,3.659,6.45,0.0,9.5
2000-07-20,3.659,6.52,0.0,9.5
2000-07-21,3.659,6.51,0.0,9.5
2000-07-22,3.659,6.51,0.0,9.5
2000-07-23,3.659,6.51,0.0,9.5
2000-07-24,3.659,6.52,0.0,9.5
2000-07-25,3.659,6.46,0.0,9.5
2000-07-26,3.659,6.49,0.0,9.5
2000-07-27,3.659,6.52,0.0,9.5
2000-07-28,3.659,6.44,0.0,9.5
2000-07-29,3.659,6.44,0.0,9.5
2000-07-30,3.659,6.44,0.0,9.5
2000-07-31,3.659,6.64,0.0,9.5
2000-08-01,3.411,6.51,0.0,9.5
2000-08-02,3.411,6.42,0.0,9.5
2000-08-03,3.411,6.45,0.0,9.5
2000-08-04,3.411,6.44,0.0,9.5
2000-08-05,3.411,6.44,0.0,9.5
2000-08-06,3.411,6.44,0.0,9.5
2000-08-07,3.411,6.46,0.0,9.5
2000-08-08,3.411,6.44,0.0,9.5
2000-08-09,3.411,6.48,0.0,9.5
2000-08-10,3.411,6.52,0.0,9.5
2000-08-11,3.411,6.5,0.0,9.5
2000-08-12,3.411,6.5,0.0,9.5
2000-08-13,3.411,6.5,0.0,9.5
2000-08-14,3.411,6.58,0.0,9.5
2000-08-15,3.411,6.63,0.0,9.5
2000-08-16,3.411,6.48,0.0,9.5
2000-08-17,3.411,6.47,0.0,9.5
2000-08-18,3.411,6.44,0.0,9.5
2000-08-19,3.411,6.44,0.0,9.5
2000-08-20,3.411,6.44,0.0,9.5
2000-08-21,3.411,6.48,0.0,9.5
2000-08-22,3.411,6.42,0.0,9.5
2000-08-23,3.411,6.5,0.0,9.5
2000-08-24,3.411,6.56,0.0,9.5
2000-08-25,3.411,6.54,0.0,9.5
2000-08-26,3.411,6.54,0.0,9.5
2000-08-27,3.411,6.54,0.0,9.5
2000-08-28,3.411,6.57,0.0,9.5
2000-08-29,3.411,6.51,0.0,9.5
2000-08-30,3.411,6.51,0.0,9.5
2000-08-31,3.411,6.65,0.0,9.5
2000-09-01,3.454,6.52,0.0,9.5
2000-09-02,3.454,6.52,0.0,9.5
2000-09-03,3.454,6.52,0.0,9.5
2000-09-04,3.454,6.52,0.0,9.5
2000-09-05,3.454,6.61,0.0,9.5
2000-09-06,3.454,6.56,0.0,9.5
2000-09-07,3.454,6.53,0.0,9.5
2000-09-08,3.454,6.5,0.0,9.5
2000-09-09,3.454,6.5,0.0,9.5
2000-09-10,3.454,6.5,0.0,9.5
2000-09-11,3.454,6.5,0.0,9.5
2000-09-12,3.454,6.47,0.0,9.5
2000-09-13,3.454,6.47,0.0,9.5
2000-09-14,3.454,6.5,0.0,9.5
2000-09-15,3.454,6.55,0.0,9.5
2000-09-16,3.454,6.55,0.0,9.5
2000-09-17,3.454,6.55,0.0,9.5
2000-09-18,3.454,6.44,0.0,9.5
2000-09-19,3.454,6.4,0.0,9.5
2000-09-20,3.454,6.5,0.0,9.5
2000-09-21,3.454,6.53,0.0,9.5
2000-09-22,3.454,6.48,0.0,9.5
2000-09-23,3.454,6.48,0.0,9.5
2000-09-24,3.454,6.48,0.0,9.5
2000-09-25,3.454,6.54,0.0,9.5
2000-09-26,3.454,6.5,0.0,9.5
2000-09-27,3.454,6.5,0.0,9.5
2000-09-28,3.454,6.59,0.0,9.5
2000-09-29,3.454,6.6,0.0,9.5
2000-09-30,3.454,6.6,0.0,9.5
2000-10-01,3.448,6.6,0.0,9.5
2000-10-02,3.448,6.68,0.0,9.5
2000-10-03,3.448,6.46,0.0,9.5
2000-10-04,3.448,6.51,0.0,9.5
2000-10-05,3.448,6.54,0.0,9.5
2000-10-06,3.448,6.43,0.0,9.5
2000-10-07,3.448,6.43,0.0,9.5
2000-10-08,3.448,6.43,0.0,9.5
2000-10-09,3.448,6.43,0.0,9.5
2000-10-10,3.448,6.57,0.0,9.5
2000-10-11,3.448,6.46,0.0,9.5
2000-10-12,3.448,6.47,0.0,9.5
2000-10-13,3.448,6.46,0.0,9.5
2000-10-14,3.448,6.46,0.0,9.5
2000-10-15,3.448,6.46,0.0,9.5
2000-10-16,3.448,6.59,0.0,9.5
2000-10-17,3.448,6.45,0.0,9.5
2000-10-18,3.448,6.53,0.0,9.5
2000-10-19,3.448,6.54,0.0,9.5
2000-10-20,3.448,6.5,0.0,9.5
2000-10-21,3.448,6.5,0.0,9.5
2000-10-22,3.448,6.5,0.0,9.5
2000-10-23,3.448,6.53,0.0,9.5
2000-10-24,3.448,6.49,0.0,9.5
2000-10-25,3.448,6.53,0.0,9.5
2000-10-26,3.448,6.53,0.0,9.5
2000-10-27,3.448,6.51,0.0,9.5
2000-10-28,3.448,6.51,0.0,9.5
2000-10-29,3.448,6.51,0.0,9.5
2000-10-30,3.448,6.59,0.0,9.5
2000-10-31,3.448,6.59,0.0,9.5
2000-11-01,3.446,6.61,0.0,9.5
2000-11-02,3.446,6.54,0.0,9.5
2000-11-03,3.446,6.48,0.0,9.5
2000-11-04,3.446,6.48,0.0,9.5
2000-11-05,3.446,6.48,0.0,9.5
2000-11-06,3.446,6.49,0.0,9.5
2000-11-07,3.446,6.48,0.0,9.5
2000-11-08,3.446,6.51,0.0,9.5
2000-11-09,3.446,6.52,0.0,9.5
2000-11-10,3.446,6.48,0.0,9.5
2000-11-11,3.446,6.48,0.0,9.5
2000-11-12,3.446,6.48,0.0,9.5
2000-11-13,3.446,6.55,0.0,9.5
2000-11-14,3.446,6.52,0.0,9.5
2000-11-15,3.446,6.61,0.0,9.5
2000-11-16,3.446,6.55,0.0,9.5
2000-11-17,3.446,6.48,0.0,9.5
2000-11-18,3.446,6.48,0.0,9.5
2000-11-19,3.446,6.48,0.0,9.5
2000-11-20,3.446,6.52,0.0,9.5
2000-11-21,3.446,6.5,0.0,9.5
2000-11-22,3.446,6.58,0.0,9.5
2000-11-23,3.446,6.58,0.0,9.5
2000-11-24,3.446,6.49,0.0,9.5
2000-11-25,3.446,6.49,0.0,9.5
2000-11-26,3.446,6.49,0.0,9.5
2000-11-27,3.446,6.5,0.0,9.5
2000-11-28,3.446,6.46,0.0,9.5
2000-11-29,3.446,6.5,0.0,9.5
2000-11-30,3.446,6.62,0.0,9.5
2000-12-01,3.387,6.6,0.0,9.5
2000-12-02,3.387,6.6,0.0,9.5
2000-12-03,3.387,6.6,0.0,9.5
2000-12-04,3.387,6.57,0.0,9.5
2000-12-05,3.387,6.51,0.0,9.5
2000-12-06,3.387,6.48,0.0,9.5
2000-12-07,3.387,6.49,0.0,9.5
2000-12-08,3.387,6.47,0.0,9.5
2000-12-09,3.387,6.47,0.0,9.5
2000-12-10,3.387,6.47,0.0,9.5
2000-12-11,3.387,6.49,0.0,9.5
2000-12-12,3.387,6.43,0.0,9.5
2000-12-13,3.387,6.47,0.0,9.5
2000-12-14,3.387,6.53,0.0,9.5
2000-12-15,3.387,6.58,0.0,9.5
2000-12-16,3.387,6.58,0.0,9.5
2000-12-17,3.387,6.58,0.0,9.5
2000-12-18,3.387,6.5,0.0,9.5
2000-12-19,3.387,6.47,0.0,9.5
2000-12-20,3.387,6.47,0.0,9.5
2000-12-21,3.387,6.48,0.0,9.5
2000-12-22,3.387,6.44,0.0,9.5
2000-12-23,3.387,6.44,0.0,9.5
2000-12-24,3.387,6.44,0.0,9.5
2000-12-25,3.387,6.44,0.0,9.5
2000-12-26,3.387,6.58,0.0,9.5
2000-12-27,3.387,6.53,0.0,9.5
2000-12-28,3.387,6.53,0.0,9.5
2000-12-29,3.387,5.41,0.0,9.5
2000-12-30,3.387,5.41,0.0,9.5
2000-12-31,3.387,5.41,0.0,9.5
2001-01-01,3.732,5.41,0.0,9.5
2001-01-02,3.732,6.67,0.0,9.5
2001-01-03,3.732,6.35,0.0,9.5
2001-01-04,3.732,5.92,0.0,9.0
2001-01-05,3.732,5.83,0.0,9.0
2001-01-06,3.732,5.83,0.0,9.0
2001-01-07,3.732,5.83,0.0,9.0
2001-01-08,3.732,5.98,0.0,9.0
2001-01-09,3.732,5.95,0.0,9.0
2001-01-10,3.732,6.06,0.0,9.0
2001-01-11,3.732,6.05,0.0,9.0
2001-01-12,3.732,5.98,0.0,9.0
2001-01-13,3.732,5.98,0.0,9.0
2001-01-14,3.732,5.98,0.0,9.0
2001-01-15,3.732,5.98,0.0,9.0
2001-01-16,3.732,6.2,0.0,9.0
2001-01-17,3.732,5.94,0.0,9.0
2001-01-18,3.732,5.93,0.0,9.0
2001-01-19,3.732,5.92,0.0,9.0
2001-01-20,3.732,5.92,0.0,9.0
2001-01-21,3.732,5.92,0.0,9.0
2001-01-22,3.732,6.0,0.0,9.0
2001-01-23,3.732,5.97,0.0,9.0
2001-01-24,3.732,6.05,0.0,9.0
2001-01-25,3.732,6.1,0.0,9.0
2001-01-26,3.732,5.96,0.0,9.0
2001-01-27,3.732,5.96,0.0,9.0
2001-01-28,3.732,5.96,0.0,9.0
2001-01-29,3.732,5.98,0.0,9.0
2001-01-30,3.732,5.9,0.0,9.0
2001-01-31,3.732,5.74,0.0,9.0
2001-02-01,3.534,5.57,0.0,8.5
2001-02-02,3.534,5.5,0.0,8.5
2001-02-03,3.534,5.5,0.0,8.5
2001-02-04,3.534,5.5,0.0,8.5
2001-02-05,3.534,5.52,0.0,8.5
2001-02-06,3.534,5.48,0.0,8.5
2001-02-07,3.534,5.5,0.0,8.5
2001-02-08,3.534,5.5,0.0,8.5
2001-02-09,3.534,5.44,0.0,8.5
2001-02-10,3.534,5.44,0.0,8.5
2001-02-11,3.534,5.44,0.0,8.5
2001-02-12,3.534,5.48,0.0,8.5
2001-02-13,3.534,5.46,0.0,8.5
2001-02-14,3.534,5.5,0.0,8.5
2001-02-15,3.534,5.57,0.0,8.5
2001-02-16,3.534,5.46,0.0,8.5
2001-02-17,3.534,5.46,0.0,8.5
2001-02-18,3.534,5.46,0.0,8.5
2001-02-19,3.534,5.46,0.0,8.5
2001-02-20,3.534,5.57,0.0,8.5
2001-02-21,3.534,5.5,0.0,8.5
2001-02-22,3.534,5.52,0.0,8.5
2001-02-23,3.534,5.46,0.0,8.5
2001-02-24,3.534,5.46,0.0,8.5
2001-02-25,3.534,5.46,0.0,8.5
2001-02-26,3.534,5.55,0.0,8.5
2001-02-27,3.534,5.49,0.0,8.5
2001-02-28,3.534,5.59,0.0,8.5
2001-03-01,2.921,5.59,0.0,8.5
2001-03-02,2.921,5.52,0.0,8.5
2001-03-03,2.921,5.52,0.0,8.5
2001-03-04,2.921,5.52,0.0,8.5
2001-03-05,2.921,5.52,0.0,8.5
2001-03-06,2.921,5.39,0.0,8.5
2001-03-07,2.921,5.34,0.0,8.5
2001-03-08,2.921,5.46,0.0,8.5
2001-03-09,2.921,5.42,0.0,8.5
2001-03-10,2.921,5.42,0.0,8.5
2001-03-11,2.921,5.42,0.0,8.5
2001-03-12,2.921,5.5,0.0,8.5
2001-03-13,2.921,5.5,0.0,8.5
2001-03-14,2.921,5.48,0.0,8.5
2001-03-15,2.921,5.52,0.0,8.5
2001-03-16,2.921,5.4,0.0,8.5
2001-03-17,2.921,5.4,0.0,8.5
2001-03-18,2.921,5.4,0.0,8.5
2001-03-19,2.921,5.38,0.0,8.5
2001-03-20,2.921,5.14,0.0,8.5
2001-03-21,2.921,5.05,0.0,8.0
2001-03-22,2.921,5.04,0.0,8.0
2001-03-23,2.921,4.94,0.0,8.0
2001-03-24,2.921,4.94,0.0,8.0
2001-03-25,2.921,4.94,0.0,8.0
2001-03-26,2.921,5.03,0.0,8.0
2001-03-27,2.921,5.04,0.0,8.0
2001-03-28,2.921,5.05,0.0,8.0
2001-03-29,2.921,5.19,0.0,8.0
2001-03-30,2.921,5.29,0.0,8.0
2001-03-31,2.921,5.29,0.0,8.0
2001-04-01,3.269,5.29,0.0,8.0
2001-04-02,3.269,5.3,0.0,8.0
2001-04-03,3.269,5.1,0.0,8.0
2001-04-04,3.269,5.01,0.0,8.0
2001-04-05,3.269,5.04,0.0,8.0
2001-04-06,3.269,4.94,0.0,8.0
2001-04-07,3.269,4.94,0.0,8.0
2001-04-08,3.269,4.94,0.0,8.0
2001-04-09,3.269,4.98,0.0,8.0
2001-04-10,3.269,4.96,0.0,8.0
2001-04-11,3.269,4.95,0.0,8.0
2001-04-12,3.269,5.02,0.0,8.0
2001-04-13,3.269,5.01,0.0,8.0
2001-04-14,3.269,5.01,0.0,8.0
2001-04-15,3.269,5.01,0.0,8.0
2001-04-16,3.269,5.17,0.0,8.0
2001-04-17,3.269,4.99,0.0,8.0
2001-04-18,3.269,4.67,0.0,8.0
2001-04-19,3.269,4.47,0.0,7.5
2001-04-20,3.269,4.38,0.0,7.5
2001-04-21,3.269,4.38,0.0,7.5
2001-04-22,3.269,4.38,0.0,7.5
2001-04-23,3.269,4.4,0.0,7.5
2001-04-24,3.269,4.41,0.0,7.5
2001-04-25,3.269,4.54,0.0,7.5
2001-04-26,3.269,4.57,0.0,7.5
2001-04-27,3.269,4.51,0.0,7.5
2001-04-28,3.269,4.51,0.0,7.5
2001-04-29,3.269,4.51,0.0,7.5
2001-04-30,3.269,4.67,0.0,7.5
2001-05-01,3.615,4.61,0.0,7.5
2001-05-02,3.615,4.35,0.0,7.5
2001-05-03,3.615,4.48,0.0,7.5
2001-05-04,3.615,4.41,0.0,7.5
2001-05-05,3.615,4.41,0.0,7.5
2001-05-06,3.615,4.41,0.0,7.5
2001-05-07,3.615,4.47,0.0,7.5
2001-05-08,3.615,4.41,0.0,7.5
2001-05-09,3.615,4.43,0.0,7.5
2001-05-10,3.615,4.51,0.0,7.5
2001-05-11,3.615,4.47,0.0,7.5
2001-05-12,3.615,4.47,0.0,7.5
2001-05-13,3.615,4.47,0.0,7.5
2001-05-14,3.615,4.43,0.0,7.5
2001-05-15,3.615,4.22,0.0,7.5
2001-05-16,3.615,4.04,0.0,7.0
2001-05-17,3.615,4.04,0.0,7.0
2001-05-18,3.615,3.95,0.0,7.0
2001-05-19,3.615,3.95,0.0,7.0
2001-05-20,3.615,3.95,0.0,7.0
2001-05-21,3.615,4.02,0.0,7.0
2001-05-22,3.615,3.99,0.0,7.0
2001-05-23,3.615,3.97,0.0,7.0
2001-05-24,3.615,3.98,0.0,7.0
2001-05-25,3.615,3.94,0.0,7.0
2001-05-26,3.615,3.94,0.0,7.0
2001-05-27,3.615,3.94,0.0,7.0
2001-05-28,3.615,3.94,0.0,7.0
2001-05-29,3.615,4.09,0.0,7.0
2001-05-30,3.615,4.05,0.0,7.0
2001-05-31,3.615,4.24,0.0,7.0
2001-06-01,3.248,4.14,0.0,7.0
2001-06-02,3.248,4.14,0.0,7.0
2001-06-03,3.248,4.14,0.0,7.0
2001-06-04,3.248,4.03,0.0,7.0
2001-06-05,3.248,3.93,0.0,7.0
2001-06-06,3.248,3.91,0.0,7.0
2001-06-07,3.248,3.92,0.0,7.0
2001-06-08,3.248,4.02,0.0,7.0
2001-06-09,3.248,4.02,0.0,7.0
2001-06-10,3.248,4.02,0.0,7.0
2001-06-11,3.248,4.03,0.0,7.0
2001-06-12,3.248,3.98,0.0,7.0
2001-06-13,3.248,4.04,0.0,7.0
2001-06-14,3.248,4.03,0.0,7.0
2001-06-15,3.248,3.94,0.0,7.0
2001-06-16,3.248,3.94,0.0,7.0
2001-06-17,3.248,3.94,0.0,7.0
2001-06-18,3.248,3.91,0.0,7.0
2001-06-19,3.248,3.91,0.0,7.0
2001-06-20,3.248,3.98,0.0,7.0
2001-06-21,3.248,4.02,0.0,7.0
2001-06-22,3.248,3.98,0.0,7.0
2001-06-23,3.248,3.98,0.0,7.0
2001-06-24,3.248,3.98,0.0,7.0
2001-06-25,3.248,3.97,0.0,7.0
2001-06-26,3.248,3.75,0.0,7.0
2001-06-27,3.248,3.68,0.0,7.0
2001-06-28,3.248,3.86,0.0,6.75
2001-06-29,3.248,3.95,0.0,6.75
2001-06-30,3.248,3.95,0.0,6.75
2001-07-01,2.72,3.95,0.0,6.75
2001-07-02,2.72,4.11,0.0,6.75
2001-07-03,2.72,3.69,0.0,6.75
2001-07-04,2.72,3.69,0.0,6.75
2001-07-05,2.72,3.72,0.0,6.75
2001-07-06,2.72,3.6,0.0,6.75
2001-07-07,2.72,3.6,0.0,6.75
2001-07-08,2.72,3.6,0.0,6.75
2001-07-09,2.72,3.67,0.0,6.75
2001-07-10,2.72,3.71,0.0,6.75
2001-07-11,2.72,3.78,0.0,6.75
2001-07-12,2.72,3.78,0.0,6.75
2001-07-13,2.72,3.75,0.0,6.75
2001-07-14,2.72,3.75,0.0,6.75
2001-07-15,2.72,3.75,0.0,6.75
2001-07-16,2.72,3.82,0.0,6.75
2001-07-17,2.72,3.71,0.0,6.75
2001-07-18,2.72,3.73,0.0,6.75
2001-07-19,2.72,3.77,0.0,6.75
2001-07-20,2.72,3.8,0.0,6.75
2001-07-21,2.72,3.8,0.0,6.75
2001-07-22,2.72,3.8,0.0,6.75
2001-07-23,2.72,3.82,0.0,6.75
2001-07-24,2.72,3.82,0.0,6.75
2001-07-25,2.72,3.89,0.0,6.75
2001-07-26,2.72,3.87,0.0,6.75
2001-07-27,2.72,3.75,0.0,6.75
2001-07-28,2.72,3.75,0.0,6.75
2001-07-29,2.72,3.75,0.0,6.75
2001-07-30,2.72,3.79,0.0,6.75
2001-07-31,2.72,3.82,0.0,6.75
2001-08-01,2.72,3.79,0.0,6.75
2001-08-02,2.72,3.68,0.0,6.75
2001-08-03,2.72,3.69,0.0,6.75
2001-08-04,2.72,3.69,0.0,6.75
2001-08-05,2.72,3.69,0.0,6.75
2001-08-06,2.72,3.73,0.0,6.75
2001-08-07,2.72,3.69,0.0,6.75
2001-08-08,2.72,3.75,0.0,6.75
2001-08-09,2.72,3.77,0.0,6.75
2001-08-10,2.72,3.7,0.0,6.75
2001-08-11,2.72,3.7,0.0,6.75
2001-08-12,2.72,3.7,0.0,6.75
2001-08-13,2.72,3.79,0.0,6.75
2001-08-14,2.72,3.76,0.0,6.75
2001-08-15,2.72,3.83,0.0,6.75
2001-08-16,2.72,3.75,0.0,6.75
2001-08-17,2.72,3.66,0.0,6.75
2001-08-18,2.72,3.66,0.0,6.75
2001-08-19,2.72,3.66,0.0,6.75
2001-08-20,2.72,3.64,0.0,6.75
2001-08-21,2.72,3.53,0.0,6.75
2001-08-22,2.72,3.51,0.0,6.5
2001-08-23,2.72,3.55,0.0,6.5
2001-08-24,2.72,3.51,0.0,6.5
2001-08-25,2.72,3.51,0.0,6.5
2001-08-26,2.72,3.51,0.0,6.5
2001-08-27,2.72,3.54,0.0,6.5
2001-08-28,2.72,3.5,0.0,6.5
2001-08-29,2.72,3.5,0.0,6.5
2001-08-30,2.72,3.58,0.0,6.5
2001-08-31,2.72,3.66,0.0,6.5
2001-09-01,2.648,3.66,0.0,6.5
2001-09-02,2.648,3.66,0.0,6.5
2001-09-03,2.648,3.66,0.0,6.5
2001-09-04,2.648,3.67,0.0,6.5
2001-09-05,2.648,3.49,0.0,6.5
2001-09-06,2.648,3.52,0.0,6.5
2001-09-07,2.648,3.44,0.0,6.5
2001-09-08,2.648,3.44,0.0,6.5
2001-09-09,2.648,3.44,0.0,6.5
2001-09-10,2.648,3.5,0.0,6.5
2001-09-11,2.648,3.5,0.0,6.5
2001-09-12,2.648,3.56,0.0,6.5
2001-09-13,2.648,3.31,0.0,6.5
2001-09-14,2.648,3.13,0.0,6.5
2001-09-15,2.648,3.13,0.0,6.5
2001-09-16,2.648,3.13,0.0,6.5
2001-09-17,2.648,2.13,0.0,6.5
2001-09-18,2.648,1.25,0.0,6.0
2001-09-19,2.648,1.19,0.0,6.0
2001-09-20,2.648,2.22,0.0,6.0
2001-09-21,2.648,3.11,0.0,6.0
2001-09-22,2.648,3.11,0.0,6.0
2001-09-23,2.648,3.11,0.0,6.0
2001-09-24,2.648,3.31,0.0,6.0
2001-09-25,2.648,3.11,0.0,6.0
2001-09-26,2.648,2.96,0.0,6.0
2001-09-27,2.648,3.08,0.0,6.0
2001-09-28,2.648,2.75,0.0,6.0
2001-09-29,2.648,2.75,0.0,6.0
2001-09-30,2.648,2.75,0.0,6.0
2001-10-01,2.126,3.02,0.0,6.0
2001-10-02,2.126,2.35,0.0,6.0
2001-10-03,2.126,2.27,0.0,5.5
2001-10-04,2.126,2.45,0.0,5.5
2001-10-05,2.126,2.42,0.0,5.5
2001-10-06,2.126,2.42,0.0,5.5
2001-10-07,2.126,2.42,0.0,5.5
2001-10-08,2.126,2.42,0.0,5.5
2001-10-09,2.126,2.5,0.0,5.5
2001-10-10,2.126,2.42,0.0,5.5
2001-10-11,2.126,2.42,0.0,5.5
2001-10-12,2.126,2.39,0.0,5.5
2001-10-13,2.126,2.39,0.0,5.5
2001-10-14,2.126,2.39,0.0,5.5
2001-10-15,2.126,2.51,0.0,5.5
2001-10-16,2.126,2.47,0.0,5.5
2001-10-17,2.126,2.51,0.0,5.5
2001-10-18,2.126,2.5,0.0,5.5
2001-10-19,2.126,2.47,0.0,5.5
2001-10-20,2.126,2.47,0.0,5.5
2001-10-21,2.126,2.47,0.0,5.5
2001-10-22,2.126,2.52,0.0,5.5
2001-10-23,2.126,2.48,0.0,5.5
2001-10-24,2.126,2.53,0.0,5.5
2001-10-25,2.126,2.54,0.0,5.5
2001-10-26,2.126,2.51,0.0,5.5
2001-10-27,2.126,2.51,0.0,5.5
2001-10-28,2.126,2.51,0.0,5.5
2001-10-29,2.126,2.55,0.0,5.5
2001-10-30,2.126,2.55,0.0,5.5
2001-10-31,2.126,2.66,0.0,5.5
2001-11-01,1.895,2.61,0.0,5.5
2001-11-02,1.895,2.43,0.0,5.5
2001-11-03,1.895,2.43,0.0,5.5
2001-11-04,1.895,2.43,0.0,5.5
2001-11-05,1.895,2.45,0.0,5.5
2001-11-06,1.895,2.13,0.0,5.5
2001-11-07,1.895,2.04,0.0,5.0
2001-11-08,1.895,2.03,0.0,5.0
2001-11-09,1.895,1.98,0.0,5.0
2001-11-10,1.895,1.98,0.0,5.0
2001-11-11,1.895,1.98,0.0,5.0
2001-11-12,1.895,1.98,0.0,5.0
2001-11-13,1.895,2.1,0.0,5.0
2001-11-14,1.895,2.16,0.0,5.0
2001-11-15,1.895,2.22,0.0,5.0
2001-11-16,1.895,1.98,0.0,5.0
2001-11-17,1.895,1.98,0.0,5.0
2001-11-18,1.895,1.98,0.0,5.0
2001-11-19,1.895,2.01,0.0,5.0
2001-11-20,1.895,1.97,0.0,5.0
2001-11-21,1.895,1.93,0.0,5.0
2001-11-22,1.895,1.93,0.0,5.0
2001-11-23,1.895,1.88,0.0,5.0
2001-11-24,1.895,1.88,0.0,5.0
2001-11-25,1.895,1.88,0.0,5.0
2001-11-26,1.895,2.04,0.0,5.0
2001-11-27,1.895,2.01,0.0,5.0
2001-11-28,1.895,2.04,0.0,5.0
2001-11-29,1.895,2.09,0.0,5.0
2001-11-30,1.895,2.06,0.0,5.0
2001-12-01,1.552,2.06,0.0,5.0
2001-12-02,1.552,2.06,0.0,5.0
2001-12-03,1.552,2.05,0.0,5.0
2001-12-04,1.552,1.93,0.0,5.0
2001-12-05,1.552,1.89,0.0,5.0
2001-12-06,1.552,1.87,0.0,5.0
2001-12-07,1.552,1.92,0.0,5.0
2001-12-08,1.552,1.92,0.0,5.0
2001-12-09,1.552,1.92,0.0,5.0
2001-12-10,1.552,1.9,0.0,5.0
2001-12-11,1.552,1.8,0.0,5.0
2001-12-12,1.552,1.81,0.0,4.75
2001-12-13,1.552,1.86,0.0,4.75
2001-12-14,1.552,1.88,0.0,4.75
2001-12-15,1.552,1.88,0.0,4.75
2001-12-16,1.552,1.88,0.0,4.75
2001-12-17,1.552,1.93,0.0,4.75
2001-12-18,1.552,1.71,0.0,4.75
2001-12-19,1.552,1.71,0.0,4.75
2001-12-20,1.552,1.79,0.0,4.75
2001-12-21,1.552,1.78,0.0,4.75
2001-12-22,1.552,1.78,0.0,4.75
2001-12-23,1.552,1.78,0.0,4.75
2001-12-24,1.552,1.68,0.0,4.75
2001-12-25,1.552,1.68,0.0,4.75
2001-12-26,1.552,1.89,0.0,4.75
2001-12-27,1.552,1.85,0.0,4.75
2001-12-28,1.552,1.54,0.0,4.75
2001-12-29,1.552,1.54,0.0,4.75
2001-12-30,1.552,1.54,0.0,4.75
2001-12-31,1.552,1.52,0.0,4.75
2002-01-01,1.142,1.52,0.0,4.75
2002-01-02,1.142,1.92,0.0,4.75
2002-01-03,1.142,1.72,0.0,4.75
2002-01-04,1.142,1.61,0.0,4.75
2002-01-05,1.142,1.61,0.0,4.75
2002-01-06,1.142,1.61,0.0,4.75
2002-01-07,1.142,1.61,0.0,4.75
2002-01-08,1.142,1.61,0.0,4.75
2002-01-09,1.142,1.74,0.0,4.75
2002-01-10,1.142,1.81,0.0,4.75
2002-01-11,1.142,1.71,0.0,4.75
2002-01-12,1.142,1.71,0.0,4.75
2002-01-13,1.142,1.71,0.0,4.75
2002-01-14,1.142,1.78,0.0,4.75
2002-01-15,1.142,1.75,0.0,4.75
2002-01-16,1.142,1.69,0.0,4.75
2002-01-17,1.142,1.68,0.0,4.75
2002-01-18,1.142,1.71,0.0,4.75
2002-01-19,1.142,1.71,0.0,4.75
2002-01-20,1.142,1.71,0.0,4.75
2002-01-21,1.142,1.71,0.0,4.75
2002-01-22,1.142,1.84,0.0,4.75
2002-01-23,1.142,1.81,0.0,4.75
2002-01-24,1.142,1.8,0.0,4.75
2002-01-25,1.142,1.78,0.0,4.75
2002-01-26,1.142,1.78,0.0,4.75
